reading_id,station_id,model_name,predicted_label,confidence_score,response_time_ms,timestamp
4705,ST-01,leak_detector,normal,0.762,31.0,2026-09-09 22:06:07.256
4706,ST-04,pressure_drop_predictor,stable,0.684,59.8,2026-09-09 22:06:07.282
4707,ST-06,leak_detector,normal,0.725,34.3,2026-09-09 22:06:07.308
4708,ST-05,pressure_drop_predictor,stable,0.704,54.2,2026-09-09 22:06:07.334
4709,ST-06,leak_detector,normal,0.744,43.4,2026-09-09 22:06:07.360
4710,ST-07,demand_forecaster,3138,0.575,89.6,2026-09-09 22:06:07.386
4711,ST-07,leak_detector,normal,0.678,26.9,2026-09-09 22:06:07.411
4712,ST-07,demand_forecaster,4237,0.71,90.7,2026-09-09 22:06:07.437
4713,ST-06,pressure_drop_predictor,drop,0.746,46.0,2026-09-09 22:06:07.463
4714,ST-01,demand_forecaster,3961,0.606,68.9,2026-09-09 22:06:07.489
4715,ST-01,demand_forecaster,2226,0.538,79.7,2026-09-09 22:06:07.515
4716,ST-10,leak_detector,normal,0.659,25.8,2026-09-09 22:06:07.541
4717,ST-02,pressure_drop_predictor,drop,0.604,59.9,2026-09-09 22:06:07.567
4718,ST-07,leak_detector,normal,0.718,35.8,2026-09-09 22:06:07.593
4719,ST-03,leak_detector,normal,0.731,45.3,2026-09-09 22:06:07.619
4720,ST-01,leak_detector,normal,0.747,17.7,2026-09-09 22:06:07.647
4721,ST-02,leak_detector,normal,0.712,36.5,2026-09-09 22:06:07.674
4722,ST-06,demand_forecaster,4859,0.73,86.6,2026-09-09 22:06:07.699
4723,ST-03,demand_forecaster,1525,0.676,71.1,2026-09-09 22:06:07.724
4724,ST-05,demand_forecaster,956,0.698,65.6,2026-09-09 22:06:07.751
4725,ST-01,demand_forecaster,4510,0.645,90.3,2026-09-09 22:06:07.776
4726,ST-07,leak_detector,normal,0.577,27.2,2026-09-09 22:06:07.802
4727,ST-02,leak_detector,normal,0.777,30.1,2026-09-09 22:06:07.828
4728,ST-09,leak_detector,normal,0.752,32.9,2026-09-09 22:06:07.854
4729,ST-06,pressure_drop_predictor,stable,0.899,36.6,2026-09-09 22:06:07.880
4730,ST-10,pressure_drop_predictor,stable,0.742,64.0,2026-09-09 22:06:07.906
4731,ST-07,pressure_drop_predictor,stable,0.76,38.7,2026-09-09 22:06:07.943
4732,ST-09,pressure_drop_predictor,stable,0.644,27.9,2026-09-09 22:06:07.980
4733,ST-08,leak_detector,normal,0.675,48.2,2026-09-09 22:06:08.006
4734,ST-10,pressure_drop_predictor,stable,0.75,58.7,2026-09-09 22:06:08.032
4735,ST-07,demand_forecaster,3636,0.871,81.1,2026-09-09 22:06:08.058
4736,ST-03,pressure_drop_predictor,stable,0.777,48.4,2026-09-09 22:06:08.083
4737,ST-04,pressure_drop_predictor,drop,0.696,59.7,2026-09-09 22:06:08.109
4738,ST-08,leak_detector,normal,0.688,39.6,2026-09-09 22:06:08.135
4739,ST-09,leak_detector,normal,0.757,25.9,2026-09-09 22:06:08.161
4740,ST-08,demand_forecaster,2651,0.634,73.6,2026-09-09 22:06:08.186
4741,ST-03,demand_forecaster,3767,0.904,91.3,2026-09-09 22:06:08.213
4742,ST-03,leak_detector,normal,0.63,18.3,2026-09-09 22:06:08.239
4743,ST-03,pressure_drop_predictor,drop,0.804,59.1,2026-09-09 22:06:08.264
4744,ST-10,demand_forecaster,2374,0.745,66.4,2026-09-09 22:06:08.290
4745,ST-08,leak_detector,normal,0.645,20.4,2026-09-09 22:06:08.316
4746,ST-04,pressure_drop_predictor,stable,0.643,50.8,2026-09-09 22:06:08.341
4747,ST-10,pressure_drop_predictor,drop,0.787,51.1,2026-09-09 22:06:08.367
4748,ST-07,pressure_drop_predictor,stable,0.85,65.3,2026-09-09 22:06:08.418
4749,ST-08,pressure_drop_predictor,stable,0.97,44.3,2026-09-09 22:06:08.443
4750,ST-04,leak_detector,normal,0.621,18.7,2026-09-09 22:06:08.469
4751,ST-08,leak_detector,normal,0.611,37.2,2026-09-09 22:06:08.495
4752,ST-01,leak_detector,normal,0.579,35.3,2026-09-09 22:06:08.521
4753,ST-09,pressure_drop_predictor,drop,0.719,58.9,2026-09-09 22:06:08.547
4754,ST-05,pressure_drop_predictor,drop,0.885,56.3,2026-09-09 22:06:08.573
4755,ST-09,pressure_drop_predictor,stable,0.913,56.3,2026-09-09 22:06:08.599
4756,ST-07,pressure_drop_predictor,drop,0.712,60.4,2026-09-09 22:06:08.625
4757,ST-05,leak_detector,normal,0.681,35.7,2026-09-09 22:06:08.651
4758,ST-05,demand_forecaster,2443,0.808,73.8,2026-09-09 22:06:08.677
4759,ST-07,demand_forecaster,2051,0.664,84.6,2026-09-09 22:06:08.703
4760,ST-02,pressure_drop_predictor,stable,0.871,44.9,2026-09-09 22:06:08.728
4761,ST-08,leak_detector,normal,0.721,37.1,2026-09-09 22:06:08.754
4762,ST-04,demand_forecaster,3521,0.709,84.5,2026-09-09 22:06:08.780
4763,ST-02,pressure_drop_predictor,drop,0.782,33.6,2026-09-09 22:06:08.805
4764,ST-04,pressure_drop_predictor,stable,0.518,76.3,2026-09-09 22:06:08.831
4765,ST-03,demand_forecaster,2328,0.576,106.1,2026-09-09 22:06:08.857
4766,ST-06,pressure_drop_predictor,stable,0.724,51.9,2026-09-09 22:06:08.882
4767,ST-04,pressure_drop_predictor,drop,0.881,61.7,2026-09-09 22:06:08.908
4768,ST-06,demand_forecaster,4111,0.664,103.1,2026-09-09 22:06:08.934
4769,ST-08,pressure_drop_predictor,stable,0.815,60.0,2026-09-09 22:06:08.959
4770,ST-09,leak_detector,normal,0.677,26.3,2026-09-09 22:06:08.985
4771,ST-02,demand_forecaster,3515,0.699,94.2,2026-09-09 22:06:09.011
4772,ST-10,pressure_drop_predictor,drop,0.847,56.4,2026-09-09 22:06:09.037
4773,ST-01,demand_forecaster,2235,0.639,73.7,2026-09-09 22:06:09.063
4774,ST-04,pressure_drop_predictor,stable,0.828,63.5,2026-09-09 22:06:09.089
4775,ST-03,pressure_drop_predictor,stable,0.695,42.5,2026-09-09 22:06:09.114
4776,ST-10,pressure_drop_predictor,stable,0.797,49.4,2026-09-09 22:06:09.140
4777,ST-04,demand_forecaster,4284,0.738,71.5,2026-09-09 22:06:09.166
4778,ST-03,pressure_drop_predictor,stable,0.899,83.8,2026-09-09 22:06:09.191
4779,ST-07,demand_forecaster,3058,0.756,91.9,2026-09-09 22:06:09.217
4780,ST-04,leak_detector,leak,0.616,29.0,2026-09-09 22:06:09.242
4781,ST-05,pressure_drop_predictor,drop,0.681,42.7,2026-09-09 22:06:09.268
4782,ST-10,demand_forecaster,3552,0.7,76.9,2026-09-09 22:06:09.295
4783,ST-07,demand_forecaster,2310,0.805,55.0,2026-09-09 22:06:09.320
4784,ST-06,leak_detector,normal,0.662,31.6,2026-09-09 22:06:09.346
4785,ST-03,demand_forecaster,2292,0.658,89.3,2026-09-09 22:06:09.371
4786,ST-07,demand_forecaster,4852,0.623,63.6,2026-09-09 22:06:09.398
4787,ST-10,leak_detector,normal,0.616,33.4,2026-09-09 22:06:09.424
4788,ST-10,demand_forecaster,3959,0.801,90.1,2026-09-09 22:06:09.450
4789,ST-01,leak_detector,normal,0.745,38.6,2026-09-09 22:06:09.476
4790,ST-08,pressure_drop_predictor,drop,0.873,53.1,2026-09-09 22:06:09.502
4791,ST-10,leak_detector,normal,0.594,42.1,2026-09-09 22:06:09.528
4792,ST-07,demand_forecaster,4409,0.636,74.3,2026-09-09 22:06:09.554
4793,ST-01,leak_detector,normal,0.696,38.1,2026-09-09 22:06:09.581
4794,ST-04,leak_detector,normal,0.582,22.7,2026-09-09 22:06:09.607
4795,ST-08,leak_detector,normal,0.654,29.6,2026-09-09 22:06:09.632
4796,ST-06,demand_forecaster,3734,0.59,72.7,2026-09-09 22:06:09.659
4797,ST-02,pressure_drop_predictor,stable,0.893,50.5,2026-09-09 22:06:09.684
4798,ST-01,leak_detector,normal,0.661,41.9,2026-09-09 22:06:09.709
4799,ST-04,leak_detector,normal,0.755,35.5,2026-09-09 22:06:09.735
4800,ST-01,demand_forecaster,775,0.813,90.3,2026-09-09 22:06:09.761
4801,ST-01,demand_forecaster,1022,0.742,31.0,2026-09-09 22:06:09.787
4802,ST-01,leak_detector,normal,0.565,36.2,2026-09-09 22:06:09.813
4803,ST-10,leak_detector,normal,0.734,39.4,2026-09-09 22:06:09.839
4804,ST-06,leak_detector,leak,0.742,47.0,2026-09-09 22:06:09.865
4805,ST-08,demand_forecaster,2173,0.687,48.6,2026-09-09 22:06:09.891
4806,ST-10,pressure_drop_predictor,stable,0.669,70.1,2026-09-09 22:06:09.917
4807,ST-04,demand_forecaster,4385,0.781,90.9,2026-09-09 22:06:09.942
4808,ST-02,leak_detector,normal,0.608,38.6,2026-09-09 22:06:09.968
4809,ST-08,pressure_drop_predictor,stable,0.849,47.6,2026-09-09 22:06:09.994
4810,ST-04,pressure_drop_predictor,drop,0.801,55.0,2026-09-09 22:06:10.020
4811,ST-10,pressure_drop_predictor,drop,0.759,71.3,2026-09-09 22:06:10.046
4812,ST-08,leak_detector,normal,0.725,33.1,2026-09-09 22:06:10.071
4813,ST-06,demand_forecaster,1756,0.686,85.6,2026-09-09 22:06:10.097
4814,ST-02,pressure_drop_predictor,drop,0.532,46.5,2026-09-09 22:06:10.123
4815,ST-10,demand_forecaster,3480,0.582,50.7,2026-09-09 22:06:10.149
4816,ST-03,pressure_drop_predictor,drop,0.817,59.2,2026-09-09 22:06:10.175
4817,ST-06,leak_detector,normal,0.674,30.1,2026-09-09 22:06:10.201
4818,ST-07,demand_forecaster,1146,0.707,68.9,2026-09-09 22:06:10.227
4819,ST-02,leak_detector,normal,0.714,42.7,2026-09-09 22:06:10.252
4820,ST-05,pressure_drop_predictor,stable,0.787,91.7,2026-09-09 22:06:10.278
4821,ST-02,demand_forecaster,3334,0.565,72.9,2026-09-09 22:06:10.304
4822,ST-03,demand_forecaster,1664,0.733,57.3,2026-09-09 22:06:10.330
4823,ST-10,leak_detector,normal,0.656,27.1,2026-09-09 22:06:10.356
4824,ST-04,pressure_drop_predictor,stable,0.66,46.2,2026-09-09 22:06:10.381
4825,ST-10,pressure_drop_predictor,stable,0.585,46.4,2026-09-09 22:06:10.407
4826,ST-02,pressure_drop_predictor,drop,0.798,42.6,2026-09-09 22:06:10.433
4827,ST-02,leak_detector,leak,0.71,30.3,2026-09-09 22:06:10.459
4828,ST-09,leak_detector,normal,0.684,31.1,2026-09-09 22:06:10.485
4829,ST-03,pressure_drop_predictor,stable,0.941,58.4,2026-09-09 22:06:10.511
4830,ST-09,pressure_drop_predictor,drop,0.722,45.9,2026-09-09 22:06:10.537
4831,ST-07,leak_detector,normal,0.808,32.1,2026-09-09 22:06:10.563
4833,ST-02,demand_forecaster,3277,0.579,89.4,2026-09-09 22:06:10.615
4834,ST-08,demand_forecaster,482,0.658,95.1,2026-09-09 22:06:10.641
4835,ST-03,demand_forecaster,3597,0.745,63.4,2026-09-09 22:06:10.668
4837,ST-10,demand_forecaster,3664,0.684,84.0,2026-09-09 22:06:10.720
4838,ST-07,leak_detector,normal,0.67,38.5,2026-09-09 22:06:10.746
4839,ST-10,demand_forecaster,1093,0.632,80.4,2026-09-09 22:06:10.772
4840,ST-02,pressure_drop_predictor,drop,0.915,61.0,2026-09-09 22:06:10.798
4841,ST-09,pressure_drop_predictor,stable,0.806,59.5,2026-09-09 22:06:10.852
4842,ST-10,leak_detector,normal,0.634,24.9,2026-09-09 22:06:10.886
4843,ST-09,demand_forecaster,1399,0.719,96.2,2026-09-09 22:06:10.915
4844,ST-05,demand_forecaster,74,0.728,82.4,2026-09-09 22:06:10.943
4845,ST-05,demand_forecaster,4786,0.748,86.0,2026-09-09 22:06:10.969
4846,ST-04,pressure_drop_predictor,drop,0.917,60.6,2026-09-09 22:06:10.995
4847,ST-09,demand_forecaster,817,0.74,82.0,2026-09-09 22:06:11.021
4848,ST-03,pressure_drop_predictor,drop,0.749,60.8,2026-09-09 22:06:11.046
4849,ST-09,pressure_drop_predictor,drop,0.712,49.6,2026-09-09 22:06:11.073
4850,ST-04,pressure_drop_predictor,drop,0.704,57.8,2026-09-09 22:06:11.098
4851,ST-06,leak_detector,normal,0.517,38.1,2026-09-09 22:06:11.124
4852,ST-04,pressure_drop_predictor,stable,0.64,60.2,2026-09-09 22:06:11.150
4853,ST-01,pressure_drop_predictor,drop,0.656,53.2,2026-09-09 22:06:11.176
4854,ST-10,pressure_drop_predictor,stable,0.763,56.5,2026-09-09 22:06:11.202
4855,ST-04,demand_forecaster,97,0.457,84.7,2026-09-09 22:06:11.228
4856,ST-07,leak_detector,normal,0.676,29.8,2026-09-09 22:06:11.254
4857,ST-09,pressure_drop_predictor,stable,0.629,64.8,2026-09-09 22:06:11.279
4858,ST-08,leak_detector,normal,0.671,35.6,2026-09-09 22:06:11.305
4859,ST-03,pressure_drop_predictor,drop,0.695,62.0,2026-09-09 22:06:11.330
4860,ST-05,demand_forecaster,4048,0.722,54.9,2026-09-09 22:06:11.356
4861,ST-09,demand_forecaster,2544,0.656,72.4,2026-09-09 22:06:11.381
4862,ST-03,pressure_drop_predictor,drop,0.68,37.6,2026-09-09 22:06:11.407
4863,ST-01,pressure_drop_predictor,stable,0.826,52.4,2026-09-09 22:06:11.433
4864,ST-01,pressure_drop_predictor,drop,0.857,50.9,2026-09-09 22:06:11.459
4865,ST-08,demand_forecaster,2399,0.689,71.5,2026-09-09 22:06:11.511
4866,ST-03,pressure_drop_predictor,drop,0.94,64.9,2026-09-09 22:06:11.536
4867,ST-06,demand_forecaster,4296,0.566,53.1,2026-09-09 22:06:11.562
4868,ST-09,leak_detector,normal,0.639,36.4,2026-09-09 22:06:11.587
4869,ST-01,leak_detector,normal,0.668,35.3,2026-09-09 22:06:11.613
4870,ST-10,leak_detector,normal,0.773,35.4,2026-09-09 22:06:11.639
4871,ST-04,leak_detector,normal,0.661,37.8,2026-09-09 22:06:11.664
4872,ST-04,leak_detector,normal,0.533,45.9,2026-09-09 22:06:11.690
4873,ST-10,leak_detector,normal,0.619,32.8,2026-09-09 22:06:11.716
4874,ST-05,demand_forecaster,4597,0.636,68.7,2026-09-09 22:06:11.742
4875,ST-09,leak_detector,normal,0.677,26.9,2026-09-09 22:06:11.769
4876,ST-10,demand_forecaster,3541,0.826,62.1,2026-09-09 22:06:11.795
4877,ST-03,demand_forecaster,3064,0.546,62.4,2026-09-09 22:06:11.820
4878,ST-09,pressure_drop_predictor,stable,0.736,50.7,2026-09-09 22:06:11.845
4879,ST-09,demand_forecaster,1305,0.532,102.3,2026-09-09 22:06:11.871
4880,ST-01,demand_forecaster,3282,0.687,65.8,2026-09-09 22:06:11.897
4881,ST-01,demand_forecaster,1698,0.704,90.3,2026-09-09 22:06:11.923
4882,ST-04,pressure_drop_predictor,stable,0.756,51.5,2026-09-09 22:06:11.949
4883,ST-01,demand_forecaster,364,0.653,97.1,2026-09-09 22:06:11.975
4884,ST-02,pressure_drop_predictor,drop,0.904,46.7,2026-09-09 22:06:12.000
4885,ST-03,leak_detector,normal,0.597,43.4,2026-09-09 22:06:12.026
4886,ST-06,pressure_drop_predictor,drop,0.757,43.8,2026-09-09 22:06:12.052
4887,ST-06,leak_detector,normal,0.637,46.2,2026-09-09 22:06:12.078
4888,ST-10,pressure_drop_predictor,stable,0.876,60.8,2026-09-09 22:06:12.104
4889,ST-08,demand_forecaster,2361,0.718,80.7,2026-09-09 22:06:12.130
4890,ST-05,demand_forecaster,4662,0.778,90.0,2026-09-09 22:06:12.156
4891,ST-03,leak_detector,normal,0.763,40.8,2026-09-09 22:06:12.181
4892,ST-01,pressure_drop_predictor,stable,0.856,58.7,2026-09-09 22:06:12.207
4893,ST-10,leak_detector,normal,0.611,26.0,2026-09-09 22:06:12.233
4894,ST-05,demand_forecaster,1914,0.654,91.9,2026-09-09 22:06:12.259
4895,ST-06,pressure_drop_predictor,stable,0.69,60.4,2026-09-09 22:06:12.286
4896,ST-06,leak_detector,normal,0.756,48.0,2026-09-09 22:06:12.311
4897,ST-03,demand_forecaster,3090,0.695,93.0,2026-09-09 22:06:12.337
4898,ST-01,leak_detector,normal,0.649,34.0,2026-09-09 22:06:12.363
4899,ST-02,demand_forecaster,1748,0.591,70.7,2026-09-09 22:06:12.389
4900,ST-04,leak_detector,normal,0.508,36.4,2026-09-09 22:06:12.415
4901,ST-06,pressure_drop_predictor,drop,0.763,55.2,2026-09-09 22:06:12.442
4902,ST-01,leak_detector,normal,0.558,34.1,2026-09-09 22:06:12.467
4903,ST-07,leak_detector,normal,0.606,37.2,2026-09-09 22:06:12.493
4904,ST-08,leak_detector,normal,0.604,43.8,2026-09-09 22:06:12.519
4905,ST-01,demand_forecaster,2778,0.849,76.7,2026-09-09 22:06:12.545
4906,ST-10,pressure_drop_predictor,stable,0.91,78.1,2026-09-09 22:06:12.570
4907,ST-05,pressure_drop_predictor,stable,0.677,60.4,2026-09-09 22:06:12.597
4908,ST-03,pressure_drop_predictor,stable,0.855,44.4,2026-09-09 22:06:12.623
4909,ST-10,demand_forecaster,3820,0.491,72.1,2026-09-09 22:06:12.648
4910,ST-09,demand_forecaster,2322,0.843,58.8,2026-09-09 22:06:12.674
4911,ST-02,demand_forecaster,3781,0.482,76.8,2026-09-09 22:06:12.700
4912,ST-04,demand_forecaster,3683,0.585,90.2,2026-09-09 22:06:12.727
4913,ST-04,pressure_drop_predictor,drop,0.849,51.2,2026-09-09 22:06:12.753
4914,ST-01,demand_forecaster,650,0.707,66.8,2026-09-09 22:06:12.779
4915,ST-04,pressure_drop_predictor,stable,0.771,58.3,2026-09-09 22:06:12.805
4916,ST-04,pressure_drop_predictor,drop,0.815,47.5,2026-09-09 22:06:12.831
4917,ST-01,demand_forecaster,3515,0.825,85.1,2026-09-09 22:06:12.857
4918,ST-03,pressure_drop_predictor,drop,0.929,59.5,2026-09-09 22:06:12.883
4919,ST-06,demand_forecaster,810,0.766,64.1,2026-09-09 22:06:12.909
4920,ST-04,leak_detector,normal,0.562,37.4,2026-09-09 22:06:12.934
4921,ST-07,demand_forecaster,4309,0.92,84.1,2026-09-09 22:06:12.960
4922,ST-05,pressure_drop_predictor,stable,0.908,47.5,2026-09-09 22:06:12.986
4923,ST-06,demand_forecaster,4904,0.647,68.2,2026-09-09 22:06:13.012
4924,ST-01,pressure_drop_predictor,stable,0.662,58.9,2026-09-09 22:06:13.038
4925,ST-04,pressure_drop_predictor,drop,0.875,72.9,2026-09-09 22:06:13.064
4926,ST-09,demand_forecaster,2397,0.619,87.5,2026-09-09 22:06:13.090
4927,ST-08,demand_forecaster,4109,0.714,72.3,2026-09-09 22:06:13.116
4928,ST-06,pressure_drop_predictor,stable,0.698,58.6,2026-09-09 22:06:13.142
4929,ST-10,demand_forecaster,2517,0.683,79.9,2026-09-09 22:06:13.168
4930,ST-04,leak_detector,normal,0.684,30.9,2026-09-09 22:06:13.193
4931,ST-03,leak_detector,normal,0.729,33.5,2026-09-09 22:06:13.219
4932,ST-09,demand_forecaster,1067,0.724,87.9,2026-09-09 22:06:13.246
4933,ST-01,leak_detector,normal,0.533,34.8,2026-09-09 22:06:13.271
4934,ST-01,demand_forecaster,432,0.61,76.5,2026-09-09 22:06:13.298
4935,ST-02,leak_detector,normal,0.633,44.5,2026-09-09 22:06:13.324
4936,ST-09,pressure_drop_predictor,stable,0.804,60.5,2026-09-09 22:06:13.349
4937,ST-04,demand_forecaster,493,0.754,59.2,2026-09-09 22:06:13.375
4938,ST-06,demand_forecaster,3089,0.69,71.0,2026-09-09 22:06:13.400
4939,ST-01,demand_forecaster,4531,0.779,61.4,2026-09-09 22:06:13.426
4941,ST-03,pressure_drop_predictor,drop,0.758,57.6,2026-09-09 22:06:13.477
4942,ST-08,demand_forecaster,3543,0.727,84.9,2026-09-09 22:06:13.504
4943,ST-03,demand_forecaster,4285,0.645,85.8,2026-09-09 22:06:13.530
4944,ST-08,leak_detector,normal,0.6,29.2,2026-09-09 22:06:13.555
4945,ST-02,pressure_drop_predictor,drop,0.757,59.1,2026-09-09 22:06:13.581
4946,ST-08,pressure_drop_predictor,stable,0.61,67.2,2026-09-09 22:06:13.606
4947,ST-09,demand_forecaster,2395,0.686,107.8,2026-09-09 22:06:13.633
4948,ST-07,pressure_drop_predictor,stable,1,58.5,2026-09-09 22:06:13.658
4949,ST-10,leak_detector,normal,0.689,42.7,2026-09-09 22:06:13.684
4950,ST-10,pressure_drop_predictor,stable,0.691,50.9,2026-09-09 22:06:13.710
4951,ST-01,leak_detector,normal,0.624,43.2,2026-09-09 22:06:13.765
4952,ST-02,leak_detector,normal,0.606,37.2,2026-09-09 22:06:13.804
4953,ST-05,pressure_drop_predictor,drop,0.893,52.7,2026-09-09 22:06:13.831
4954,ST-05,demand_forecaster,4975,0.777,85.9,2026-09-09 22:06:13.860
4955,ST-03,leak_detector,leak,0.636,42.6,2026-09-09 22:06:13.886
4956,ST-01,pressure_drop_predictor,drop,0.819,57.7,2026-09-09 22:06:13.912
4957,ST-08,leak_detector,normal,0.716,26.9,2026-09-09 22:06:13.938
4958,ST-09,pressure_drop_predictor,drop,0.727,67.2,2026-09-09 22:06:13.964
4959,ST-04,demand_forecaster,1165,0.668,66.0,2026-09-09 22:06:13.989
4960,ST-01,demand_forecaster,276,0.77,76.5,2026-09-09 22:06:14.015
4961,ST-07,pressure_drop_predictor,stable,0.857,49.0,2026-09-09 22:06:14.042
4962,ST-04,leak_detector,normal,0.588,31.9,2026-09-09 22:06:14.067
4963,ST-09,leak_detector,normal,0.701,21.2,2026-09-09 22:06:14.093
4964,ST-01,demand_forecaster,422,0.498,94.8,2026-09-09 22:06:14.119
4965,ST-03,leak_detector,normal,0.615,30.8,2026-09-09 22:06:14.145
4966,ST-01,demand_forecaster,2624,0.663,94.5,2026-09-09 22:06:14.171
4967,ST-04,leak_detector,normal,0.638,31.2,2026-09-09 22:06:14.197
4968,ST-08,demand_forecaster,347,0.837,80.2,2026-09-09 22:06:14.223
4969,ST-05,demand_forecaster,1200,0.469,64.9,2026-09-09 22:06:14.249
4970,ST-06,pressure_drop_predictor,stable,0.822,37.3,2026-09-09 22:06:14.275
4971,ST-03,leak_detector,normal,0.483,26.1,2026-09-09 22:06:14.301
4972,ST-03,leak_detector,normal,0.684,24.2,2026-09-09 22:06:14.327
4973,ST-01,leak_detector,normal,0.692,31.1,2026-09-09 22:06:14.352
4974,ST-10,leak_detector,normal,0.719,38.9,2026-09-09 22:06:14.379
4975,ST-06,leak_detector,normal,0.578,40.1,2026-09-09 22:06:14.404
4976,ST-03,leak_detector,normal,0.598,33.3,2026-09-09 22:06:14.430
4977,ST-06,leak_detector,normal,0.563,33.0,2026-09-09 22:06:14.456
4978,ST-03,pressure_drop_predictor,drop,0.865,47.9,2026-09-09 22:06:14.482
4979,ST-06,leak_detector,normal,0.606,29.7,2026-09-09 22:06:14.507
4980,ST-10,pressure_drop_predictor,drop,0.732,52.5,2026-09-09 22:06:14.533
4981,ST-05,leak_detector,normal,0.632,46.5,2026-09-09 22:06:14.559
4982,ST-09,pressure_drop_predictor,drop,0.888,56.7,2026-09-09 22:06:14.585
4983,ST-07,leak_detector,normal,0.535,51.2,2026-09-09 22:06:14.610
4984,ST-08,demand_forecaster,764,0.673,79.6,2026-09-09 22:06:14.637
4985,ST-01,demand_forecaster,3017,0.532,80.2,2026-09-09 22:06:14.663
4986,ST-01,leak_detector,leak,0.618,43.8,2026-09-09 22:06:14.689
4987,ST-04,demand_forecaster,428,0.774,101.3,2026-09-09 22:06:14.715
4988,ST-05,leak_detector,normal,0.616,34.0,2026-09-09 22:06:14.741
4989,ST-10,leak_detector,normal,0.663,32.6,2026-09-09 22:06:14.767
4990,ST-04,demand_forecaster,2823,0.719,90.0,2026-09-09 22:06:14.793
4991,ST-02,demand_forecaster,3205,0.701,75.5,2026-09-09 22:06:14.819
4992,ST-04,demand_forecaster,3856,0.755,76.5,2026-09-09 22:06:14.845
4993,ST-09,leak_detector,normal,0.621,32.1,2026-09-09 22:06:14.871
4994,ST-01,demand_forecaster,3846,0.624,101.9,2026-09-09 22:06:14.897
4995,ST-02,pressure_drop_predictor,stable,0.688,50.3,2026-09-09 22:06:14.923
4996,ST-08,demand_forecaster,4439,0.821,78.7,2026-09-09 22:06:14.949
4997,ST-02,pressure_drop_predictor,stable,0.683,67.6,2026-09-09 22:06:14.975
4998,ST-03,leak_detector,normal,0.617,44.5,2026-09-09 22:06:15.001
4999,ST-05,pressure_drop_predictor,drop,0.737,56.9,2026-09-09 22:06:15.027
5000,ST-04,leak_detector,normal,0.641,27.0,2026-09-09 22:06:15.053
5001,ST-01,demand_forecaster,2620,0.621,81.7,2026-09-09 22:06:15.078
5002,ST-10,demand_forecaster,2740,0.533,65.3,2026-09-09 22:06:15.104
5003,ST-09,leak_detector,normal,0.709,25.8,2026-09-09 22:06:15.129
5004,ST-09,pressure_drop_predictor,drop,0.756,47.3,2026-09-09 22:06:15.155
5005,ST-02,demand_forecaster,290,0.729,66.8,2026-09-09 22:06:15.182
5006,ST-04,leak_detector,normal,0.693,35.9,2026-09-09 22:06:15.208
5007,ST-08,pressure_drop_predictor,drop,0.754,35.6,2026-09-09 22:06:15.234
5008,ST-09,pressure_drop_predictor,stable,0.818,43.4,2026-09-09 22:06:15.259
5009,ST-02,pressure_drop_predictor,drop,0.886,54.5,2026-09-09 22:06:15.286
5010,ST-04,demand_forecaster,2239,0.552,64.1,2026-09-09 22:06:15.312
5011,ST-05,pressure_drop_predictor,stable,0.743,58.8,2026-09-09 22:06:15.337
5012,ST-10,leak_detector,normal,0.723,40.7,2026-09-09 22:06:15.363
5013,ST-09,pressure_drop_predictor,drop,0.94,49.3,2026-09-09 22:06:15.389
5014,ST-08,leak_detector,normal,0.639,27.5,2026-09-09 22:06:15.415
5015,ST-01,demand_forecaster,1140,0.71,41.2,2026-09-09 22:06:15.441
5016,ST-05,demand_forecaster,4953,0.614,69.7,2026-09-09 22:06:15.466
5017,ST-01,demand_forecaster,2549,0.698,98.2,2026-09-09 22:06:15.492
5018,ST-09,pressure_drop_predictor,stable,0.699,59.2,2026-09-09 22:06:15.518
5019,ST-05,pressure_drop_predictor,drop,0.846,45.3,2026-09-09 22:06:15.543
5020,ST-04,pressure_drop_predictor,drop,0.903,50.0,2026-09-09 22:06:15.569
5021,ST-07,pressure_drop_predictor,drop,0.682,45.4,2026-09-09 22:06:15.595
5022,ST-09,pressure_drop_predictor,drop,0.861,70.4,2026-09-09 22:06:15.621
5023,ST-09,leak_detector,normal,0.58,38.4,2026-09-09 22:06:15.647
5024,ST-08,leak_detector,normal,0.606,39.0,2026-09-09 22:06:15.673
5025,ST-07,pressure_drop_predictor,stable,0.786,55.3,2026-09-09 22:06:15.698
5026,ST-06,pressure_drop_predictor,stable,0.878,55.2,2026-09-09 22:06:15.724
5027,ST-10,pressure_drop_predictor,stable,0.838,66.1,2026-09-09 22:06:15.750
5028,ST-10,demand_forecaster,119,0.769,81.1,2026-09-09 22:06:15.776
5029,ST-09,demand_forecaster,1349,0.688,65.6,2026-09-09 22:06:15.802
5030,ST-10,pressure_drop_predictor,stable,0.897,52.3,2026-09-09 22:06:15.829
5031,ST-01,leak_detector,normal,0.5,32.8,2026-09-09 22:06:15.855
5032,ST-08,pressure_drop_predictor,drop,0.793,72.7,2026-09-09 22:06:15.881
5033,ST-04,pressure_drop_predictor,drop,0.759,52.2,2026-09-09 22:06:15.907
5034,ST-08,demand_forecaster,4972,0.779,81.6,2026-09-09 22:06:15.933
5035,ST-03,pressure_drop_predictor,stable,0.95,69.3,2026-09-09 22:06:15.959
5036,ST-04,pressure_drop_predictor,drop,0.756,57.0,2026-09-09 22:06:15.985
