reading_id,station_id,model_name,predicted_label,confidence_score,response_time_ms,timestamp,validation_errors
,ST-10,demand_forecaster,-1,1.887,-22.7,2026-09-09 22:08:54.700,invalid reading_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms
11072,ST-01,leak_detector,leak,,,2026-09-09 22:08:54.751,invalid confidence_score | invalid response_time_ms
11171,ST-09,unknown_model,invalid_label,-0.874,-62.4,,invalid model_name | invalid confidence_score | invalid response_time_ms | invalid timestamp
11217,ST-08,unknown_model,invalid_label,-0.736,,2026-09-09 22:08:58.520,invalid model_name | invalid confidence_score | invalid response_time_ms
11250,ST-10,unknown_model,drop,,,2026-09-09 22:08:59.419,invalid model_name | invalid confidence_score | invalid response_time_ms
,ST-05,unknown_model,99999,-0.878,-59.5,,invalid reading_id | invalid model_name | invalid confidence_score | invalid response_time_ms | invalid timestamp
11346,ST-07,leak_detector,invalid_label,,,,invalid predicted_label | invalid confidence_score | invalid response_time_ms | invalid timestamp
11389,ST-05,leak_detector,99999,1.431,-59.8,2026-09-09 22:09:03.061,invalid predicted_label | invalid confidence_score | invalid response_time_ms
-61,ST-04,demand_forecaster,,-0.379,-5.3,2026-09-09 22:09:07.328,invalid reading_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms
-996,ST-07,,invalid_label,1.46,-7.0,2026-09-09 22:09:07.950,invalid reading_id | invalid model_name | invalid confidence_score | invalid response_time_ms
-60,ST-10,pressure_drop_predictor,invalid_label,1.792,-38.1,2026-09-09 22:09:08.364,invalid reading_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms
,ST-05,leak_detector,normal,,-19.1,2026-09-09 22:09:10.732,invalid reading_id | invalid confidence_score | invalid response_time_ms
11689,ST-10,demand_forecaster,stable,,,2026-09-09 22:09:11.017,invalid predicted_label | invalid confidence_score | invalid response_time_ms
-856,ST-10,leak_detector,leak,1.608,,2026-09-09 22:09:14.466,invalid reading_id | invalid confidence_score | invalid response_time_ms
,ST-08,,99999,1.987,,2026-09-09 22:09:15.405,invalid reading_id | invalid model_name | invalid confidence_score | invalid response_time_ms
11860,,unknown_model,leak,1.254,,2026-09-09 22:09:15.535,invalid station_id | invalid model_name | invalid confidence_score | invalid response_time_ms
-806,ST-09,unknown_model,99999,1.942,,2026-09-09 22:09:16.315,invalid reading_id | invalid model_name | invalid confidence_score | invalid response_time_ms
11893,ST-07,pressure_drop_predictor,drop,,,2026-09-09 22:09:16.419,invalid confidence_score | invalid response_time_ms
11909,ST-05,demand_forecaster,stable,1.968,-68.8,,invalid predicted_label | invalid confidence_score | invalid response_time_ms | invalid timestamp
12023,,leak_detector,-1,1.166,,2026-09-09 22:09:19.822,invalid station_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms
12026,ST-09,demand_forecaster,drop,-0.572,,,invalid predicted_label | invalid confidence_score | invalid response_time_ms | invalid timestamp
,ST-08,leak_detector,normal,-0.275,-22.1,2026-09-09 22:09:20.030,invalid reading_id | invalid confidence_score | invalid response_time_ms
12084,ST-02,pressure_drop_predictor,stable,-0.52,,2026-09-09 22:09:21.456,invalid confidence_score | invalid response_time_ms
12111,ST-02,,-1,1.136,-72.1,2026-09-09 22:09:22.156,invalid model_name | invalid confidence_score | invalid response_time_ms
,ST-06,unknown_model,normal,,-79.7,2026-09-09 22:09:24.935,invalid reading_id | invalid model_name | invalid confidence_score | invalid response_time_ms
12219,ST-07,,normal,1.507,-74.4,,invalid model_name | invalid confidence_score | invalid response_time_ms | invalid timestamp
12283,unknown,demand_forecaster,,1.939,,2026-09-09 22:09:26.686,invalid station_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms
12304,unknown,unknown_model,-1,1.769,,2026-09-09 22:09:27.237,invalid station_id | invalid model_name | invalid confidence_score | invalid response_time_ms
12305,ST-10,leak_detector,drop,1.508,-35.1,,invalid predicted_label | invalid confidence_score | invalid response_time_ms | invalid timestamp
-824,ST-09,leak_detector,leak,,,2026-09-09 22:09:28.320,invalid reading_id | invalid confidence_score | invalid response_time_ms
12432,ST-01,,drop,1.833,-33.2,2026-09-09 22:09:30.569,invalid model_name | invalid confidence_score | invalid response_time_ms
12489,unknown,unknown_model,99999,-0.693,-76.1,2026-09-09 22:09:32.047,invalid station_id | invalid model_name | invalid confidence_score | invalid response_time_ms
12538,ST-02,leak_detector,drop,-0.254,-93.5,2026-09-09 22:09:33.347,invalid predicted_label | invalid confidence_score | invalid response_time_ms
12598,ST-09,,stable,,-40.9,2026-09-09 22:09:34.902,invalid model_name | invalid confidence_score | invalid response_time_ms
12638,unknown,,invalid_label,1.643,-35.5,2026-09-09 22:09:35.932,invalid station_id | invalid model_name | invalid confidence_score | invalid response_time_ms
-935,ST-03,pressure_drop_predictor,normal,,,,invalid reading_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms | invalid timestamp
12717,ST-99,leak_detector,drop,-0.766,,2026-09-09 22:09:38.055,invalid station_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms
12720,ST-04,,drop,,,2026-09-09 22:09:38.132,invalid model_name | invalid confidence_score | invalid response_time_ms
12864,ST-05,leak_detector,leak,-0.644,,2026-09-09 22:09:41.858,invalid confidence_score | invalid response_time_ms
12866,ST-04,leak_detector,-1,,-11.4,2026-09-09 22:09:41.910,invalid predicted_label | invalid confidence_score | invalid response_time_ms
-668,ST-08,demand_forecaster,stable,1.217,-78.2,,invalid reading_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms | invalid timestamp
13026,ST-09,leak_detector,drop,-0.677,,2026-09-09 22:09:46.111,invalid predicted_label | invalid confidence_score | invalid response_time_ms
13039,ST-10,pressure_drop_predictor,invalid_label,1.621,-57.5,2026-09-09 22:09:46.447,invalid predicted_label | invalid confidence_score | invalid response_time_ms
13057,ST-09,pressure_drop_predictor,leak,,-54.4,2026-09-09 22:09:46.913,invalid predicted_label | invalid confidence_score | invalid response_time_ms
-983,ST-10,,normal,,,2026-09-09 22:09:47.042,invalid reading_id | invalid model_name | invalid confidence_score | invalid response_time_ms
13066,,pressure_drop_predictor,stable,,-38.5,2026-09-09 22:09:47.173,invalid station_id | invalid confidence_score | invalid response_time_ms
-150,ST-01,unknown_model,normal,-0.063,,2026-09-09 22:09:47.873,invalid reading_id | invalid model_name | invalid confidence_score | invalid response_time_ms
-583,ST-09,demand_forecaster,leak,,,2026-09-09 22:09:48.183,invalid reading_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms
13154,,unknown_model,99999,-0.972,-48.9,2026-09-09 22:09:49.559,invalid station_id | invalid model_name | invalid confidence_score | invalid response_time_ms
13212,ST-08,pressure_drop_predictor,99999,-0.931,-75.1,2026-09-09 22:09:51.066,invalid predicted_label | invalid confidence_score | invalid response_time_ms
13257,,unknown_model,99999,1.821,,2026-09-09 22:09:52.231,invalid station_id | invalid model_name | invalid confidence_score | invalid response_time_ms
13330,ST-01,,drop,-0.75,,2026-09-09 22:09:54.119,invalid model_name | invalid confidence_score | invalid response_time_ms
13377,ST-03,,invalid_label,,-72.0,2026-09-09 22:09:55.374,invalid model_name | invalid confidence_score | invalid response_time_ms
13393,ST-03,leak_detector,drop,-0.923,-75.3,2026-09-09 22:09:55.786,invalid predicted_label | invalid confidence_score | invalid response_time_ms
13396,ST-04,,99999,,,2026-09-09 22:09:55.862,invalid model_name | invalid confidence_score | invalid response_time_ms
13690,ST-02,demand_forecaster,,,,2026-09-09 22:10:03.507,invalid predicted_label | invalid confidence_score | invalid response_time_ms
13716,ST-09,unknown_model,invalid_label,,-23.4,2026-09-09 22:10:04.179,invalid model_name | invalid confidence_score | invalid response_time_ms
-669,ST-08,unknown_model,-1,-0.064,,,invalid reading_id | invalid model_name | invalid confidence_score | invalid response_time_ms | invalid timestamp
-958,,demand_forecaster,99999,-0.158,-26.4,2026-09-09 22:10:06.697,invalid reading_id | invalid station_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms
,ST-07,,drop,-0.788,,2026-09-09 22:10:08.512,invalid reading_id | invalid model_name | invalid confidence_score | invalid response_time_ms
-499,ST-09,demand_forecaster,normal,-0.632,-7.1,,invalid reading_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms | invalid timestamp
13930,ST-01,pressure_drop_predictor,leak,,-43.6,,invalid predicted_label | invalid confidence_score | invalid response_time_ms | invalid timestamp
13995,ST-05,pressure_drop_predictor,normal,,-30.3,2026-09-09 22:10:11.578,invalid predicted_label | invalid confidence_score | invalid response_time_ms
-909,ST-10,unknown_model,,,,2026-09-09 22:10:12.329,invalid reading_id | invalid model_name | invalid confidence_score | invalid response_time_ms
14047,ST-02,pressure_drop_predictor,drop,-0.355,-71.8,2026-09-09 22:10:12.952,invalid confidence_score | invalid response_time_ms
,ST-07,leak_detector,99999,1.609,-54.4,2026-09-09 22:10:15.647,invalid reading_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms
14190,ST-09,demand_forecaster,invalid_label,1.419,,,invalid predicted_label | invalid confidence_score | invalid response_time_ms | invalid timestamp
14191,ST-10,demand_forecaster,invalid_label,,,2026-09-09 22:10:16.706,invalid predicted_label | invalid confidence_score | invalid response_time_ms
14315,ST-03,,,-0.195,,2026-09-09 22:10:19.972,invalid model_name | invalid confidence_score | invalid response_time_ms
-482,ST-09,leak_detector,leak,-0.177,-24.5,2026-09-09 22:10:20.489,invalid reading_id | invalid confidence_score | invalid response_time_ms
14388,ST-05,leak_detector,stable,1.151,-19.8,2026-09-09 22:10:21.888,invalid predicted_label | invalid confidence_score | invalid response_time_ms
14411,ST-05,pressure_drop_predictor,-1,1.795,,,invalid predicted_label | invalid confidence_score | invalid response_time_ms | invalid timestamp
14428,ST-08,leak_detector,99999,1.093,,2026-09-09 22:10:22.968,invalid predicted_label | invalid confidence_score | invalid response_time_ms
14463,ST-03,leak_detector,stable,1.956,-97.6,2026-09-09 22:10:23.876,invalid predicted_label | invalid confidence_score | invalid response_time_ms
14465,ST-99,unknown_model,drop,,-51.1,2026-09-09 22:10:23.927,invalid station_id | invalid model_name | invalid confidence_score | invalid response_time_ms
,ST-01,pressure_drop_predictor,invalid_label,,-15.3,2026-09-09 22:10:24.338,invalid reading_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms
-334,unknown,,-1,1.608,-22.1,2026-09-09 22:10:25.832,invalid reading_id | invalid station_id | invalid model_name | invalid confidence_score | invalid response_time_ms
,ST-09,,stable,,,,invalid reading_id | invalid model_name | invalid confidence_score | invalid response_time_ms | invalid timestamp
-754,ST-08,pressure_drop_predictor,invalid_label,,-87.8,2026-09-09 22:10:28.385,invalid reading_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms
,ST-05,unknown_model,drop,1.94,-42.9,2026-09-09 22:10:28.560,invalid reading_id | invalid model_name | invalid confidence_score | invalid response_time_ms
14665,ST-07,pressure_drop_predictor,,1.59,,,invalid predicted_label | invalid confidence_score | invalid response_time_ms | invalid timestamp
14772,ST-99,demand_forecaster,stable,1.128,-44.9,2026-09-09 22:10:32.092,invalid station_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms
14790,ST-06,,invalid_label,,,2026-09-09 22:10:32.558,invalid model_name | invalid confidence_score | invalid response_time_ms
14867,ST-09,leak_detector,leak,,-95.5,2026-09-09 22:10:34.596,invalid confidence_score | invalid response_time_ms
,ST-03,demand_forecaster,invalid_label,1.248,,2026-09-09 22:10:34.975,invalid reading_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms
15008,ST-99,,-1,1.725,,2026-09-09 22:10:38.363,invalid station_id | invalid model_name | invalid confidence_score | invalid response_time_ms
15035,ST-02,leak_detector,,-0.895,,2026-09-09 22:10:39.063,invalid predicted_label | invalid confidence_score | invalid response_time_ms
15048,ST-07,pressure_drop_predictor,-1,1.955,-75.1,2026-09-09 22:10:39.400,invalid predicted_label | invalid confidence_score | invalid response_time_ms
15118,ST-02,leak_detector,drop,1.125,,2026-09-09 22:10:41.221,invalid predicted_label | invalid confidence_score | invalid response_time_ms
15178,ST-07,demand_forecaster,,1.721,-26.7,2026-09-09 22:10:42.776,invalid predicted_label | invalid confidence_score | invalid response_time_ms
-996,ST-06,,-1,-0.923,,,invalid reading_id | invalid model_name | invalid confidence_score | invalid response_time_ms | invalid timestamp
15243,ST-07,,stable,-0.351,,2026-09-09 22:10:44.529,invalid model_name | invalid confidence_score | invalid response_time_ms
15313,unknown,,drop,1.815,-9.2,2026-09-09 22:10:46.340,invalid station_id | invalid model_name | invalid confidence_score | invalid response_time_ms
15394,ST-04,leak_detector,99999,1.217,,,invalid predicted_label | invalid confidence_score | invalid response_time_ms | invalid timestamp
,ST-10,leak_detector,,-0.351,,2026-09-09 22:10:52.314,invalid reading_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms
15543,ST-05,demand_forecaster,invalid_label,1.207,,,invalid predicted_label | invalid confidence_score | invalid response_time_ms | invalid timestamp
15587,ST-05,pressure_drop_predictor,invalid_label,-0.266,,2026-09-09 22:10:53.506,invalid predicted_label | invalid confidence_score | invalid response_time_ms
15624,ST-05,leak_detector,leak,1.54,-35.6,2026-09-09 22:10:54.466,invalid confidence_score | invalid response_time_ms
15668,ST-08,pressure_drop_predictor,normal,,,2026-09-09 22:10:55.604,invalid predicted_label | invalid confidence_score | invalid response_time_ms
15675,ST-05,unknown_model,stable,1.681,,2026-09-09 22:10:55.785,invalid model_name | invalid confidence_score | invalid response_time_ms
-288,ST-05,leak_detector,stable,-0.257,,2026-09-09 22:10:56.126,invalid reading_id | invalid predicted_label | invalid confidence_score | invalid response_time_ms
15697,ST-04,unknown_model,,,,2026-09-09 22:10:56.385,invalid model_name | invalid confidence_score | invalid response_time_ms
15807,,unknown_model,drop,,,2026-09-09 22:10:59.228,invalid station_id | invalid model_name | invalid confidence_score | invalid response_time_ms
,ST-10,,,,-30.2,,invalid reading_id | invalid model_name | invalid confidence_score | invalid response_time_ms | invalid timestamp
15906,ST-10,leak_detector,,-0.943,-63.2,2026-09-09 22:11:01.855,invalid predicted_label | invalid confidence_score | invalid response_time_ms
15955,,pressure_drop_predictor,drop,-0.123,,,invalid station_id | invalid confidence_score | invalid response_time_ms | invalid timestamp
15990,ST-03,leak_detector,leak,,,2026-09-09 22:11:04.033,invalid confidence_score | invalid response_time_ms
16052,ST-07,leak_detector,,-0.271,-26.4,2026-09-09 22:11:05.642,invalid predicted_label | invalid confidence_score | invalid response_time_ms
